user_id,actions_total_count,average_action_duration,sessions_total_duration
745rxd5ais,6,4,2
7464fxkwhq,16,9,40
74678i53vw,32,7,77
746c6khfnl,11,7,13
746x051e76,4,29,48
746xh5drfi,33,3,20
746xp2bjwb,10,6,7
746z8frb30,6,21,41
746zutjsxw,13,7,18
7477te08s8,32,5,41
748epd0int,16,9,39
748n7g46d4,10,4,4
749c0wf4u8,28,6,43
749ddt518k,7,19,39
749j37yn1m,15,4,8
749l6zil2z,10,9,15
749ss9h2k2,10,9,17
74aium1xyz,8,12,21
74aosr3db6,0,2,0
74armv7y8q,10,6,9
74btkifcxp,8,14,26
74bv1cnycc,6,10,10
74cg13b814,10,18,62
74cib8kejt,17,13,88
74d79t0iyi,10,15,44
74d7f61ask,0,1,0
74e82uxmds,12,6,12
74eqy6lyzf,39,4,42
74ew0jhso9,22,5,22
74exeqz5gj,12,2,2
74fap031fj,16,14,94
74gtqzemj9,18,7,30
74gyzeg454,24,4,17
74h1q5zvmp,9,3,2
74h2tnvea8,7,6,4
74i2sj9sam,11,7,12
74imc2lrhr,11,10,23
74ixnplqez,2,17,7
74jkf1uxdx,12,8,20
74jt2z0o9e,0,0,0
74k66qja40,11,7,13
74k8ib3yal,3,11,4
74kswwavsm,8,9,12
74kw53ht11,29,5,34
74kyph3ez4,8,11,17
74l0pt3jor,12,12,44
74l6xknudt,1,5,0
74li64ztgi,9,9,13
74m7elydx0,7,12,14
74n7266edn,20,7,36
74nlld2qin,34,4,42
74ntzb9wz2,26,5,30
74ouy4f986,2,6,1
74p0vcb1fl,10,5,5
74p9fk9u6f,8,6,6
74pa5la9jd,2,8,2
74q7g63fn7,8,9,12
74qmftfl33,17,2,1
74qr7aid6z,19,6,26
74qvqaksf0,10,11,23
74r5p09yie,35,7,92
74rc81brwq,5,17,20
74rjly2138,4,27,40
74rpfm9q8h,21,4,13
74ruomyvgt,10,12,31
74s1zigwvg,2,1,0
74s2hsntga,15,6,14
74sbi7njdh,33,7,85
74sknujiqv,22,5,27
74snkm2yc2,12,16,79
74sya6mrs1,32,4,25
74thcjavam,21,2,5
74tvgkhfa9,11,4,4
74u20lf1nh,8,5,4
74uepo51fb,8,3,2
74unmjf3qk,22,6,30
74uqr6lkxm,9,9,14
74v744oir5,5,15,17
74why8pyp3,37,6,94
74wn0mxpc8,10,4,4
74wqueecze,19,10,71
74xkbtzvpr,25,4,20
74y1rtvose,20,11,94
74yrf4l09y,2,20,9
74zv81wmbr,36,6,70
74zvrdc65i,1,1,0
7509v4s1fz,26,2,7
750bojvcz6,8,7,8
750kjzbqpq,21,10,68
7518p5hggy,37,6,94
751pyobe9w,16,4,8
751rybmzjh,16,9,41
753s9d7lqd,0,1,0
753xr00udz,7,5,4
7542h7pubt,12,6,9
754bwy0dw7,13,12,46
754ffnz15r,8,7,8
754hm1t1xb,12,7,14
754m56t57z,38,5,70
755gqs3qu8,11,3,3
755jbdok4c,19,11,80
755tvz7prk,2,5,0
7561t0zuj9,3,16,9
756ui543qo,12,9,25
75754k9t9r,4,3,0
757jrh9syc,13,16,91
757ya40zn0,3,19,16
7580sfumux,3,30,37
7586fs74da,3,4,0
758a00z82u,8,6,6
758cynz4xr,8,6,5
758fb19k8c,8,2,1
758ofdyrxy,30,4,22
7596db0h9j,3,8,3
759r5gaxrk,8,5,4
75al5s55nf,5,12,9
75arjoulvf,12,16,71
75b0h6rdug,12,3,3
75b0lghty7,7,9,11
75b9ky481r,4,5,1
75bwqj5dbx,28,2,9
75c2d58ve0,21,3,7
75c6564y2p,6,8,6
75ckedx87d,3,1,0
75dcnaoqp5,5,5,1
75dfo9mbtc,4,10,5
75e6nh18zv,8,21,64
75e792yl5b,7,5,3
75egsushqn,3,10,3
75eii71zri,2,8,1
75etsd14vu,1,2,0
75f8uwu8fd,18,6,20
75fdyepvae,23,4,20
75fnl001zr,9,6,6
75g3b65h56,13,13,57
75g5863hss,2,7,1
75gp9o5fle,16,6,17
75gxdkal1i,5,9,7
75h0vq46eq,5,10,7
75h1imma3z,12,9,25
75h4kms22o,0,1,0
75i62crk8w,28,5,40
75i9eflibs,17,3,7
75ixs9s6r5,5,3,0
75jldaqqjv,1,3,0
75jn0vqh2c,1,1,0
75joh05shj,22,5,24
75kbth0ae1,8,8,10
75kj3l3gko,2,1,0
75kqgjyoje,11,12,33
75l2927hjz,16,5,13
75lbayux4r,16,7,26
75lbiz7o07,17,3,6
75lfuzjrgv,3,22,22
75lo2rt7vi,4,6,2
75lprmt6w1,8,9,12
75mn34pao5,11,9,21
75nvozgleq,5,3,1
75nx3f8iew,7,5,3
75o5egvuk0,3,8,2
75oeimjgeb,8,5,3
75oouc6w8j,14,13,66
75oppanwpx,5,38,95
75oxoeqwn4,13,11,38
75p91j091d,14,14,65
75pif6oq2c,12,5,8
75pp1z5q7h,14,6,16
75qgm1c1v8,0,0,0
75qzyfnrxo,8,5,4
75rvm6qpgd,7,6,4
75rz4kyce6,1,4,0
75s0rvkl0z,16,9,36
75s9of3ma1,26,4,19
75scuntpw6,7,6,5
75t7hhvdjw,6,3,1
75tanfiatu,8,16,38
75tqhvt642,7,25,70
75tva4sh1e,14,15,80
75txokv6xt,1,1,0
75u9ofierv,4,14,11
75uh6wv1s7,16,3,6
75vvoiaz7a,28,2,8
75w9nloyep,21,4,15
75wbqoq9pn,0,0,0
75wgnba43r,17,10,56
75x2lw2o3z,9,5,6
75xurxdpih,3,9,2
75y9z0rq5a,16,9,41
75ypejj7ga,4,6,2
75yst0eitj,5,6,2
75z557ncwa,9,24,90
75z750f5uz,3,34,51
760cmf7m0a,31,3,15
760ib1o751,21,7,36
760phx8glm,10,8,13
76103ifcpk,12,10,29
761jr0kdcr,19,12,90
761qb552wr,7,5,3
761whd8p8m,18,10,56
761yu3a77g,20,6,30
762s9pvly6,0,0,0
763iq0x00e,18,6,23
763kj4l3e8,13,3,4
763n3b43nz,0,44,18
763rrlo1af,3,10,3
764anl9nzj,8,10,15
764ry5p5ca,16,3,3
7650v44uf9,27,8,84
765t2r1eh0,1,14,4
76681z4zz3,3,26,30
766iuoqwzg,11,3,3
767eumgsoo,15,8,29
767m7art4r,16,4,7
767y67zfwb,5,4,1
767ywymize,3,8,3
76871f73kk,13,4,6
768tx4v4wn,3,13,8
769d1egm9p,6,12,12
769q7cye47,6,17,28
769u7dl6hl,2,11,3
76azlyq1n2,1,6,0
76bhionfcs,10,7,10
76bovpb60z,17,9,46
76c5eqhbgo,17,4,8
76cc6pcl8h,11,12,34
76cwi3q2zo,25,8,75
76czz4uewh,10,7,11
76dav5yajp,5,5,2
76dykz4vnm,10,14,41
76e3gxdsgj,10,22,94
76efggezzg,0,0,0
76eg4pyddm,11,9,20
76epchuk01,16,13,79
76eyomb1mo,10,20,75
76f5gf1bft,5,21,32
76fbvvqrl4,2,5,0
76fdusuzwd,16,4,9
76fotpqz0k,10,7,9
76fs1tafnn,15,2,2
76fyjdm552,10,6,8
76hgrliuyk,4,9,5
76ia9faij5,8,8,9
76in6oh60u,7,16,34
76kceet6hj,41,2,9
76kkl3c4lt,23,8,56
76l3h6ydr3,16,7,23
76laxzwi4t,8,15,30
76lywrtmim,4,2,0
76mw22kfgm,13,7,15
76mx9uzn1h,8,10,14
76nx0wo5cm,0,0,0
76o36i2l6l,14,6,13
76o4s92p9h,8,8,11
76p2tagml1,0,5,0
76pdef4w21,13,10,35
76pof6lckq,14,13,65
76pzsd1i04,24,9,79
76qw0jd1m2,8,5,3
76ri0ob4i5,12,10,31
76sbiz054i,3,7,1
76sv6irpe8,23,8,66
76t55gxk8m,41,2,9
76t57zqon8,20,3,6
76tedfnr8i,1,1,0
76tos8qf3a,18,5,13
76tov9arxr,30,3,12
76u14cvs1h,12,7,16
76u2iuaxv7,2,17,9
76uzuims00,9,8,13
76v3r7v284,8,15,32
76w5wtcee1,5,14,14
76xiuk4om8,25,8,66
76y6zi8zq6,7,10,10
76yp4opuss,6,6,3
76yq4fm7n9,8,13,25
770ie8f9sz,28,6,50
770xn2y4zl,22,8,55
771imyh6oi,25,8,73
771io3hc50,0,1,0
771mkpzbf7,12,5,7
771qs5r7dh,12,6,11
771urcge1t,28,2,9
772fyjs3b6,10,4,3
772l9pq8w0,5,11,8
772rwjvn3k,12,3,2
773nirx4r9,18,2,3
773oalx1hf,7,6,4
773uwmd6sc,19,12,88
7753ztpmxp,19,10,65
7756poy1cv,5,6,2
775grq7auy,7,14,25
775itqmsn3,1,1,0
7768wjwq58,17,5,17
776v0lz35e,11,5,7
7774e61xci,15,16,99
777hnwhnek,7,7,7
777ir2o54p,3,7,1
777v9wwusu,12,3,4
778vvmtjgj,8,8,10
77970wdzmo,20,4,12
779c6w61af,4,12,8
779s0gh959,10,9,17
77a73loitk,15,15,94
77ak9spon2,11,9,23
77aq0a0tja,1,9,1
77avb9qnjk,18,8,39
77b09brqa7,13,6,14
77bcthzvsw,17,4,10
77be86cppe,20,4,11
77bsf7605m,0,1,0
77cgv4bv4f,42,3,25
77col91rjh,12,3,2
77dee943lo,0,2,0
77e0hxhufq,8,7,7
77e142ljw9,4,4,0
77eac1xfxb,5,11,8
77em20tndo,16,9,33
77ep9v4kqb,21,9,69
77ez8tobeh,11,3,3
77ezqvm5c4,17,10,54
77fuefpj1s,11,7,12
77g8fi8d6v,8,11,19
77gag7jqlo,8,26,96
77gtje1g6n,2,11,3
77gwxg6xh6,52,4,82
77hlo9gw5c,12,18,98
77i0ijn7m5,21,3,6
77ja9wixdu,13,2,2
77jo97zen8,3,5,1
77jyo8p912,1,1,0
77kmy5pzwy,5,19,26
77l0zss7sx,9,3,2
77l48xbllp,2,5,0
77likaxlnf,2,41,41
77lm4itudy,6,14,17
77lz6isl6x,21,4,13
77mrbzju6d,0,0,0
77oao8tsad,3,12,6
77owpi9b9n,6,21,45
77pvwhqjpo,11,14,53
77pxb39ge3,23,2,5
77qm76xbqy,10,3,3
77qoqys8yq,5,13,11
77r294v9qy,18,5,15
77rkyyitap,1,2,0
77s2a9wk6q,1,3,0
77s7crm9hv,15,5,10
77sym8f0ry,5,7,3
77t33nq879,15,3,5
77t7e8pwg0,9,11,22
77tsqchli3,19,2,3
77tx0efg5u,13,10,36
77u2rtd466,5,4,1
77uwef3zic,8,7,6
77v44i7efn,18,7,28
77vaccxx84,8,20,59
77vcfyqq2n,17,5,16
77wvszzgf4,39,4,38
77x1oddtc5,35,6,88
77xoutzm0s,16,4,8
77xrlptxk3,16,5,12
77y79czsao,0,1,0
77yjqe9u2b,0,4,0
77yvlry8y4,22,8,49
77z0fp7mro,17,7,26
77z9lucxmh,22,10,80
77zm4s33fl,8,6,5
77znkj6lm7,7,8,8
780129mopo,5,3,0
782elusqux,12,18,86
782g4t7ak0,13,12,52
782nm3ckr7,23,5,22
782tgkbaj6,12,5,6
783nyam7lf,9,11,20
7846tsxvtw,16,11,53
7848vfffmx,3,8,2
784g9qwbfd,13,11,41
784nk7wcud,5,18,26
784ollezl9,17,7,25
784osg6niz,13,7,19
784qtw7t7n,21,7,37
785ja7winq,10,8,15
785pibiwjf,3,9,3
78682q29eb,59,3,70
7868hu0ndm,33,6,70
786y2yggtc,26,5,31
787qm0j2dj,0,16,2
787xhmpdlh,13,16,86
78875s9x93,5,9,6
788efl5tcy,22,11,91
788h468nn1,9,10,19
788nlr914t,7,22,54
789h152log,11,15,52
78a9nn04om,16,7,25
78b490thbr,18,11,71
78b6y7tzkq,12,3,2
78b7mtnwpf,7,12,17
78bj2kvp51,10,4,4
78bljz3746,7,6,5
78bt41mlcc,39,5,71
78cjzthfbj,26,4,22
78cnmxjcou,8,7,9
78cq35n23r,5,14,13
78d9xm1x03,2,20,12
78dhjs1gez,0,0,0
78dw92e5my,10,5,6
78ea7la9kw,9,14,31
78eaf5liyt,9,6,6
78eb2jz83j,20,9,54
78ec908zj2,12,7,14
78elylz6m1,0,0,0
78fog4q4nx,5,12,9
78fvkkscgu,21,10,76
78fzseiker,29,4,30
78g1cj29wi,13,17,92
78g2aha4k2,6,17,29
78glk5qt63,12,4,6
78goh6u7ye,7,4,1
78gpdt4677,5,15,16
78gtgapq95,7,23,57
78h8sb9iiv,4,16,14
78hnlnz896,13,6,12
78hsabosj3,5,21,31
78i2vs960t,36,6,82
78iu419uae,8,13,21
78j0mt2hz5,17,13,88
78j4wldmbm,14,2,2
78jyci11sy,6,12,12
78kcrf4ubf,13,5,8
78kdioln0x,10,3,2
78kefcwcqd,10,5,5
78koxh6f3d,12,6,12
78lfcz0qkf,11,5,5
78m61f5vmv,44,3,26
78m8d8zd6i,9,9,13
78mh1wldyd,0,7,0
78mietwzuj,12,6,11
78mnangc8a,74,2,42
78mop71kj8,0,32,10
78n9y5cx5i,10,5,6
78nhq2jf7l,35,7,91
78njd6nyc5,12,2,2
78np3oh22u,8,17,40
78o1u5wozp,0,3,0
78od33oaz6,14,4,8
78on9jgiss,37,2,11
78onqq757d,32,5,51
78p7plke5e,32,5,43
78piyq70ze,18,6,20
78qbsb6e8u,9,3,2
78qqq0ybg9,22,7,46
78qu7zpo0k,4,5,1
78r4sa4tjg,3,38,58
78rmvxkga4,9,6,7
78rzj6j59m,5,3,0
78sf8vcwku,3,15,9
78t8e0f1ma,3,12,6
78totk8t1r,15,6,18
78u7afs3bi,9,17,52
78u9eeh6nt,2,17,8
78ut4md81o,22,6,34
78v20tnmv0,7,7,6
78viz640t9,6,12,13
78w1ezldh2,27,3,11
78wjmdrk2q,9,7,9
78wui7t4rw,7,17,35
78x98pq8qa,5,7,3
78xbe6dy9n,7,12,18
78xwp7j2fo,38,5,58
78yqxz18fj,2,3,0
78z0e1130b,12,6,11
78zdmn2w33,14,6,14
78znowrjox,6,13,15
79054bypzv,2,47,55
79131dd7ph,25,6,41
791ay65fj2,3,22,16
791bng3bez,5,10,8
791hs4dyqn,30,4,30
7924alqt24,32,2,10
7927tjn50z,9,20,65
792pk46g7w,23,3,7
792w00e1vj,10,4,3
793ji1zzbn,10,5,5
7940d29t72,21,5,23
794atqi0mi,9,16,48
794o2tr9x6,15,13,69
794y8cfa1w,8,23,80
7951t6bdsn,13,14,62
7963iikjwb,21,8,55
796guyvt5z,11,19,77
796lp6dkin,17,1,1
796tqzkmzs,29,7,63
797uhmu0gv,9,22,83
798jspxj70,43,5,80
798kb55l2t,12,5,8
798r1a78sa,6,6,4
798xafn0on,7,11,14
798z3s0xze,17,4,10
7990c2jiag,13,3,3
7991p7lbyv,3,7,2
799eojmq55,32,7,86
799f11rad6,6,6,3
799wmdem69,4,8,4
79a9rpv9jd,18,9,51
79ah1hpgl5,9,7,10
79b5kcj72e,11,7,12
79bu7ywo8o,5,9,6
79c6n9xq8m,8,6,5
79ckfkk2u8,13,3,2
79cmvjsygy,20,9,60
79co2vlyg9,5,25,51
79ddnanzcj,15,3,4
79dibi5jkn,10,19,71
79ekgkn2px,17,12,78
79f5g76wf9,5,17,25
79frqvla95,26,3,13
79gqd07ld3,29,4,20
79gv6xs1zd,1,27,14
79h0z7b5cz,17,12,73
79hba8nhwo,7,5,3
79hcy00k2q,12,6,10
79hgajgigj,0,1,0
79houobh9t,15,10,43
79hspgn7i1,3,27,32
79hufv4vku,27,2,6
79i5ni6m0p,0,3,0
79i5yltqlc,12,2,2
79iadfqgmu,17,5,13
79j6d1mc8v,16,3,6
79ja7w7bhp,0,1,0
79jigesqir,25,9,83
79k0cju918,9,11,22
79k52kidg8,9,7,9
79k5zfkzak,12,12,43
79kllk00lp,20,7,33
79m2zi9mfl,6,31,86
79mak2cmn5,18,7,31
79mg5ldaoh,39,2,15
79n94vapa0,4,18,19
79nb8l417a,5,3,0
79nlugp0jm,18,11,67
79o4bq0acr,15,7,18
79ob3xemri,18,4,11
79obl74d2u,10,7,12
79odbo9yax,9,12,25
79ogkzmt3t,3,5,0
79p08cmo5b,5,17,24
79p7t7oxxt,24,9,79
79pl44864v,7,6,5
79pn6e03tp,10,14,41
79pr047ybs,20,11,83
79psdd4wwt,11,5,6
79pyvtmu1k,13,10,34
79qdhzrhse,8,4,2
79qeh9ifma,20,9,63
79qg7go78s,2,42,52
79qxa3hb36,1,18,6
79rj21k2y2,7,15,28
79s3jcst2q,41,4,44
79sikwtd0i,9,3,1
79stvd18cs,13,9,24
79t7phk6q1,3,11,4
79tacijx82,6,2,0
79tlaj8lye,22,5,24
79udrepfnn,2,8,1
79ur16abx7,1,23,8
79uroytwo1,15,5,11
79v17ovach,8,14,31
79vj0i2by8,24,3,13
79vqhydhvw,11,4,5
79vwk4652q,4,16,14
79vz4ysfs8,7,6,4
79wb71ota3,3,5,1
79wk7k2k5t,30,4,23
79wx1zil5j,26,9,88
79xfnxtnzz,0,1,0
79xjd47qng,7,14,22
79xqoqniig,8,7,7
79xxxawo6e,10,7,9
79y430m3ad,5,6,3
79ycvn1ez9,8,12,23
79z20cpzry,2,8,1
79z7o1s2ex,15,2,2
79zd0a8dhr,13,7,17
79zhhmghc2,23,10,82
79zo1pjqr1,14,6,16
79zrv03jaw,7,4,2
79zscf5wne,6,10,8
7a0hef9650,13,7,19
7a1qqeanor,32,2,7
7a2g8ztwtf,14,9,35
7a2ww7iq77,6,9,9
7a357b3qeq,19,2,3
7a3fxqxdmv,5,11,7
7a3krajald,3,4,0
7a43tim49j,4,15,14
7a4cqeprpf,16,10,43
7a4hzbp970,11,7,11
7a4prl4q17,15,6,14
7a54nw33jx,11,6,8
7a56xq07ei,39,3,19
7a5a34maob,18,7,32
7a5bstwxwn,4,15,14
7a5q0zvdfj,5,7,4
7a5vswi82w,8,4,2
7a64hk91vb,37,5,56
7a6rtrd8zz,6,19,35
7a6rwcrxka,6,5,3
7a7a5zfrb7,16,10,47
7a7x03mjvm,20,9,57
7a83nqx891,3,9,4
7a8o1jwyod,9,3,1
7a8pe8bbm1,24,8,59
7a9v661i8r,0,4,0
7aa0w0knhj,1,1,0
7aa2eg994s,13,5,10
7aa9ccr121,17,5,12
7ab3uvvbl5,21,3,10
7ab5aij8b7,16,4,9
7abh8lay8v,10,7,11
7acqq02nx5,0,0,0
7adrw8txu8,1,3,0
7aeechg0jy,11,20,95
7aegl5oelj,11,6,8
7aelkk0idk,8,4,3
7aezgzst80,9,8,11
7af2innw52,5,19,29
7af37fni01,12,8,19
7af5qpnjp9,10,15,43
7affm85onw,5,5,2
7afhj5tv74,12,15,62
7afiudj2tq,14,9,32
7afnt1rz2p,13,4,7
7afocihfo0,15,11,49
7ag2ik73nd,11,4,4
7agzqdh6oh,34,6,77
7ah1r7fyfp,12,6,10
7ah3jcliyn,23,2,6
7ai196j7lo,4,3,0
7ajgngihec,11,20,97
7ajt5q5lq8,10,3,2
7ajxs9dal2,13,13,61
7ak1d1310w,5,5,2
7ak7z7fm31,20,5,19
7ak8678hzf,8,24,85
7akazlge4w,13,8,24
7ake2naxls,6,31,85
7akowep0xg,3,9,2
7akrhheux2,3,10,5
7akrsqcjuv,8,12,23
7akt777yti,4,14,10
7aktthc01k,17,4,9
7al0ypg3yy,1,3,0
7al54kysic,8,18,44
7alb0w1la4,9,5,4
7aldo93l14,9,3,2
7am011vqsh,12,3,2
7am1fx2ae8,30,2,10
7ambrp8xoc,2,8,1
7amfs3m2kn,19,11,82
7amfzm3xxt,6,3,0
7amkwh8381,9,12,26
7amtwrmans,6,12,12
7amx46e83z,14,16,94
7an8yx1qvr,7,6,4
7aniv14iz5,26,8,75
7anunxx9w3,19,7,29
7anvhd0rdf,5,8,4
7ao080irhf,8,13,24
7aogfjirou,6,6,3
7aoz17io0t,2,6,1
7apk1kci5q,0,6,0
7apl4yfdg4,14,11,45
7apx3ddl11,16,12,71
7apzs6k18h,4,16,16
7aq8y68ms1,5,11,8
7ardw0zkx0,2,2,0
7arguc83bw,8,4,3
7arjmlp6cn,4,13,10
7arotqbi90,11,5,7
7arx3c9bj5,8,4,3
7asf8se2ff,7,8,6
7at4zoqkqk,6,11,11
7atibx8gax,4,5,1
7atpzygvms,7,8,7
7atr12koo9,6,19,31
7atsh54jmh,7,5,2
7avd1uevp9,12,7,13
7avvf7l3kt,14,4,8
7aw5qghw8a,0,2,0
7ax4kouba1,3,4,0
7axf7nxtcp,9,16,44
7axskvr1jz,29,4,27
7ay26bigmi,20,3,8
7ay6r5xrzo,5,4,1
7aylbf3qbp,18,2,4
7ayswo7hz4,13,9,27
7azhgcuibx,9,10,16
7b07i0hm46,9,14,32
7b0fz44pt4,3,8,2
7b14stu7ea,7,8,9
7b1wgbz81r,8,23,85
7b2ti5u9a6,19,5,17
7b3ad5f6f6,22,5,24
7b3f08tzfr,16,3,6
7b3o9ehaxd,13,5,9
7b4f5fbh55,20,10,74
7b4gs3e1od,6,6,3
7b4qv3sl29,15,15,85
7b4vzmmbw5,5,4,1
7b6iftwgdj,8,5,4
7b825rvjeo,18,6,21
7b8uafkt8h,10,8,13
7b96iysozt,18,7,28
7b9iu6q2bq,16,10,47
7ba6x1ctk7,25,8,78
7babm95p5b,7,7,7
7bah4dchuj,0,0,0
7baosvxn8z,7,12,17
7bawf3rvi7,23,5,26
7bb7dqubqw,4,32,55
7bbp1qxheo,8,4,2
7bbyy18za2,5,7,4
7bcafl9ss4,4,11,6
7bcizsmbr8,9,10,18
7bcnqlxfb0,13,8,24
7bczehbkk2,9,11,22
7bdb8fej4u,4,22,30
7bdrcal8ov,3,9,3
7bfdaibvo6,4,8,4
7bfmq69bie,11,6,8
7bfxf0e04b,11,15,56
7bfzsmzonr,3,2,0
7bgadzreml,4,7,3
7bgpnbdd66,47,2,17
7bh2kmnlk0,11,10,26
7bha3qql8y,10,13,34
7bia8v08es,20,8,47
7bilmmckdv,7,11,14
7bizit3ln5,3,9,3
7bkndla9c8,9,7,10
7blbpatbd6,9,7,9
7bm0cqymdq,16,8,30
7bn7agd6ix,12,3,3
7bnmater9r,13,3,3
7bnxnf720d,46,5,83
7bop93hc95,17,4,11
7bowlxxbos,1,1,0
7bpe8pg89j,3,42,78
7bpyjoan1l,3,10,4
7bq7dm374p,28,6,46
7bqotjga54,8,12,22
7bqx2jfpmt,30,3,19
7brjt3s5ef,8,8,11
7bry85h3oz,25,4,22
7bryjmsyio,0,0,0
7bs1oi14m6,15,8,29
7bs6xfx3lj,2,5,0
7bsekfn3ud,5,4,1
7bt0kxq82q,22,5,26
7bt6wau8ri,3,2,0
7btli8il92,3,11,4
7btp5wvu4v,2,2,0
7btxnwosfj,26,8,76
7bunlm54rm,6,12,12
7bvth6s8je,19,8,40
7bwznfyipx,6,17,29
7bx1591e91,3,29,33
7bx9ikawqi,7,8,9
7by93c08va,17,9,38
7byot1j1to,18,11,79
7bz0nvx97f,17,5,14
7bz603x01c,1,6,0
7bz8xqbmwz,4,39,82
7bzcbg7osr,4,3,0
7c0rl7jafs,18,10,57
7c12dnsdzt,2,0,0
7c1u33kkeh,6,7,5
7c1xupiplv,10,12,28
7c20tmzdoo,13,14,69
7c25ezioxc,12,9,22
7c25q2ycm3,26,6,48
7c25tyu227,4,9,5
7c28sy36ik,5,3,0
7c2glns48b,5,4,1
7c2h0axvgs,9,6,7
7c37wverdl,13,11,44
7c3ylkrao9,6,28,65
7c45nn856a,4,31,47
7c4l0legoh,2,21,11
7c4lv8fhf5,5,5,2
7c6a4ywecv,14,3,5
7c6fsks9ao,8,5,4
7c6kzq1le4,13,5,10
7c6ybht96g,10,9,16
7c7512t3se,2,5,0
7c8ndgzesk,12,3,4
7c8uoqinrs,2,9,2
7c96lajzxd,8,12,21
7c97h7fq36,2,13,5
7c9fhi3cte,3,2,0
7c9mtj2dxm,3,14,8
7c9nrh53xu,9,21,85
7c9th8vz74,28,8,83
7ca5m658bu,14,7,19
7cbb2m884d,0,0,0
7cbed3qrrl,19,9,53
7cbgjwbv79,6,6,3
7cbpfxbz4g,11,5,6
7cbt0z94q1,5,5,2
7cbt8nf73t,15,12,60
7ccmltiw8l,5,21,31
7cd3napiys,13,5,7
7cdo5sd7pw,38,4,49
7ce8wuyscj,3,5,1
7cebpedcq9,7,6,4
7ceop8k2ss,8,23,74
7cerblw8s7,14,7,19
7cf3ke3hna,8,7,8
7cfi8cqygi,5,27,53
7cfrooxlbj,5,8,5
7cg7gz35ke,21,4,14
7cgkj8svw9,12,3,3
7cgv4lrz93,3,0,0
7ch96hw58f,20,6,30
7chea10gz5,8,20,59
7chl6y0vjk,19,8,48
7ciez8mv6b,15,6,16
7cilhuoult,24,8,61
7ciqe9sywi,5,10,8
7cirwfwl2c,3,12,6
7citbw84cw,10,10,20
7civ9bq5eu,31,4,25
7cjkz8vy8c,3,5,1
7ck58u5w7r,0,0,0
7ckwon5p0r,7,24,71
7cl4z04tyk,8,23,85
7clf5zcg5t,13,5,9
7clnibtbou,23,6,37
7clrqu48uh,10,6,8
7cm2eq58gz,6,17,26
7cmdqxs0rs,11,17,68
7cmlo0crgb,19,4,12
7cmrd1wqnl,9,8,11
7cmxxccl8a,9,17,47
7cn6e9u828,4,15,12
7cnkf04dnr,1,7,0
7cntiuz7l8,6,4,1
7cntyoygkf,3,5,0
7cokfqz76r,6,4,2
7covucheri,12,10,26
7cp4xa2yen,2,4,0
7cpe2ih2qr,5,9,6
7cpe8p38kr,3,4,0
7cq47ob0wx,17,3,5
7cq4ri8vwl,13,6,14
7cqo3bjzne,12,6,9
7cr1jhqw7k,19,5,15
7cr4m9c9eh,4,23,32
7crp66ic8e,4,8,3
7crq5emv77,0,0,0
7crqqbwy7c,10,7,10
7crrd22dtz,14,9,30
7crv7gna0w,27,7,57
7cs5jkoadm,8,12,19
7cs6r8mo69,7,8,9
7csff5rjtf,27,3,14
7ctf4hx5uy,12,5,9
7ctk9sy0tr,17,6,18
7cuco34ex8,14,4,7
7cvjayi2vf,11,7,14
7cxcn1gqzv,27,4,18
7cxpg5s9wj,9,4,3
7cxq1dih55,5,14,15
7cyascp3vf,20,5,17
7cyxaeas0i,34,5,48
7cz86lwnwn,1,4,0
7czg59jk0b,10,8,13
7czwb1k0xr,16,9,36
7d0522ki7a,8,6,6
7d0a5awsy9,6,24,51
7d0shx3sje,14,2,2
7d1g90e10w,24,8,69
7d1rr0eur3,22,3,8
7d1umyd7ro,11,13,38
7d2o7rxbj8,3,48,93
7d2xdfcmkh,13,11,43
7d344yg3cw,30,6,63
7d3gl9js6j,20,2,3
7d473h6gz6,10,3,2
7d4bf27gwf,16,11,56
7d4cad9kqv,37,6,80
7d4e4oft2w,0,5,0
7d4tnxamrc,19,10,69
7d5bn236hf,11,6,9
7d64iw9y6q,9,7,10
7d680tch6h,6,13,17
7d6g0a952m,15,14,89
7d7115vvsm,19,7,37
7d71qme0a9,18,6,26
7d71w9cylp,2,5,0
7d7g0x4mbu,21,2,3
7d8a4ce3lx,0,3,0
7d8dgdohrs,9,23,98
7d8n2h8m6o,7,15,26
7d98999pya,6,13,17
7d9a69lbpa,4,13,9
7d9chstipa,14,7,20
7d9h0c4v7l,9,8,12
7dbgdqnlg8,15,13,70
7dbudvyyaf,4,5,1
7dc41029og,12,9,23
7dc53mlxxa,3,18,11
7dccd8bsii,6,6,3
7dcyinuszm,6,4,1
7ddal7prfr,16,4,8
7dddq1pajr,16,10,48
7ddxjlngvf,5,17,25
7de11hexcn,5,5,1
7de78mzn58,6,10,11
7delqdt6h1,14,3,4
7denusbceb,3,3,0
7df84k99mr,29,5,33
7dfdl2wssz,23,3,8
7dfds1ues9,9,4,3
7dfekfapnu,20,11,83
7dfs12ewy5,3,6,1
7dft5a9qvb,26,2,7
7dg9lu8w03,0,2,0
7dgfwiteu5,14,5,11
7dgi1j6c8c,23,10,93
7dhp0rtd8j,16,10,45
7dhqq24x4b,14,5,11
7di8yuxg3f,17,4,10
7dieqgfo4u,7,6,4
7diouivagr,6,9,7
7dir6suy3m,24,8,73
7dj5g8jf79,6,9,7
7djb9q6qu6,14,2,1
